gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,numeric_rating,year,countryrating,ch,wcap,ROA,ICOV,LDTC,SDTD,OM,Z_score
24616.0,2015-07-20,570659,PayPal Holdings Inc.,Financial Institutions,Exchanges & Clearing Corporations,USA,STDLONG,BBB,,,1,15,2015,13.899082568807339,1902.5,1872.675443679115,0.03448050188017176,,0.0,0.9642576896801442,0.1600942405806887,
213467.0,2015-09-28,570681,KCB Group Ltd.,Financial Institutions,Bank,KEN,FCLONG,B+,,,1,10,2015,9.65,625.3096476187507,,0.034757386775955766,2.976669848147338,0.018280935534544792,,0.5660266721862395,
17306.0,2016-05-16,570684,PennyMac Financial Services Inc.,Financial Institutions,Holding Company,USA,STDLONG,B+,,,1,10,2016,13.899082568807339,70.789,,0.012418812722348673,7.994452372432646,0.0016679133947730771,,0.46880748745708534,
,2015-08-14,570701,Banco Ole Bonsucesso Consignado S.A.,Financial Institutions,Bank,BRA,BRAZLONG,brAAA,,,1,23,2015,14.24390243902439,,,,,,,,
,2015-09-28,570942,Rosevrobank,Financial Institutions,Bank,RUS,FCLONG,BB-,,,1,11,2015,11.945908460471568,,,,,,,,
,2015-09-07,571228,RESO-Leasing,Financial Institutions,Finance Company,RUS,FCLONG,BB-,,,1,11,2015,11.945908460471568,,,,,,,,
187491.0,2016-11-02,571251,Brookfield Oaktree Holdings LLC,Financial Institutions,Asset Manager,USA,STDLONG,A-,,EE|UKE,0,17,2016,13.899082568807339,,,0.0028830084593235903,-4.30913953648713,0.19608109579901267,,-0.8550170985438341,
,2023-12-01,571434,Santander US Capital Markets LLC,Financial Institutions,Brokerage Company,USA,FCLONG,A-,,EE|UKE,0,17,2023,13.899082568807339,,,,,,,,
,2015-09-29,571591,Concern Rossium LLC,Financial Institutions,Holding Company,RUS,FCLONG,B-,,,1,8,2015,11.945908460471568,,,,,,,,
,2015-10-19,571693,Sparkasse Arnsberg-Sundern,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571694,Stadtsparkasse Schmallenberg,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571695,Sparkasse Lemgo,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571696,Sparkasse Beckum-Wadersloh,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571697,Sparkasse Bad Oeynhausen - Porta Westfalica,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571698,Sparkasse Bielefeld,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571699,Sparkasse Erwitte-Anroechte,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571700,Sparkasse Finnentrop,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571701,Sparkasse Ennepetal-Breckerfeld,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571702,VerbundSparkasse Emsdetten Ochtrup,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571703,Stadtsparkasse Haltern am See,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571704,Sparkasse Maerkisches Sauerland Hemer-Menden,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571705,Sparkasse Hattingen,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571706,Sparkasse Meschede,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571707,Sparkasse Minden-Luebbecke,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571718,Sparkasse Luedenscheid,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571719,Vereinigte Sparkasse im Maerkischen Kreis,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571720,Stadtsparkasse Bocholt,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571721,Stadtsparkasse Blomberg/Lippe,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571722,Stadtsparkasse Delbrueck,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571723,Stadtsparkasse Dortmund,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571724,Sparkasse Burbach-Neunkirchen,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571725,Sparkasse der Stadt Iserlohn,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571727,Sparkasse Olpe-Drolshagen-Wenden,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571753,Sparkasse Kierspe-Meinerzhagen,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571754,Sparkasse Attendorn-Lennestadt-Kirchhundem,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571755,Sparkasse Bergkamen-Boenen,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571756,Stadtsparkasse Lengerich (Westfalen),Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571758,Sparkasse Lippstadt,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571759,Sparkasse Froendenberg,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571760,Sparkasse Gelsenkirchen,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571761,Sparkasse Geseke,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571763,Stadtsparkasse Gladbeck,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571764,Sparkasse Guetersloh-Rietberg,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571765,Sparkasse HagenHerdecke,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571766,Kreissparkasse Halle (Westf.),Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571767,Sparkasse Hamm,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571770,Sparkasse an der Lippe,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571771,Sparkasse Bochum,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571788,Stadtsparkasse Herdecke,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571789,Herner Sparkasse,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571790,Sparkasse Hochsauerland,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571791,Sparkasse Hoexter,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571808,Sparkasse im Kreis Herford,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571809,Sparkasse Muensterland Ost,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571810,Stadtsparkasse Hilchenbach,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571828,Sparkasse Paderborn-Detmold,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571829,Stadtsparkasse Porta Westfalica,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571830,Stadtsparkasse Rahden,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571831,Sparkasse Rietberg,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571832,Staedtische Sparkasse zu Schwelm,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571833,Stadtsparkasse Schwerte,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571834,Sparkasse Siegen,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571835,Sparkasse SoestWerl,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571836,Stadtsparkasse Sprockhoevel,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571837,Kreissparkasse Steinfurt,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571838,Sparkasse UnnaKamen,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571839,Stadtsparkasse Versmold,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571840,Sparkasse Vest Recklinghausen,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571841,Sparkasse Werl,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571842,Stadtsparkasse Werne,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571843,Sparkasse Westmuensterland,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571844,Stadtsparkasse Wetter(Ruhr),Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571847,Kreissparkasse Wiedenbrueck,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571848,Sparkasse Witten,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571849,Sparkasse Wittgenstein,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571850,Stadtsparkasse Rheine,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571851,Stadtsparkasse Bottrop,Financial Institutions,Bank,DEU,FCLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-19,571855,Stadtsparkasse Gevelsberg,Financial Institutions,Bank,DEU,STDLONG,A+,,,1,19,2015,16.614285714285714,,,,,,,,
,2015-10-15,571931,First Eagle Investment Management LLC,Financial Institutions,Asset Manager,USA,FCLONG,BB+,,,1,13,2015,13.899082568807339,,,,,,,,
,2015-11-30,572033,VTB Bank (Deutschland) AG,Financial Institutions,Bank,DEU,STDLONG,BB,,,1,12,2015,16.614285714285714,,,,,,,,
,2015-10-07,572068,ICBCIL Finance Co. Ltd.,Financial Institutions,Finance Company,HKG,STDLONG,A,,EE|UKE,0,18,2015,19.1,,,,,,,,
,2015-10-09,572128,Garfunkelux Holdco 2 S.A.,Financial Institutions,Holding Company,LUX,STDLONG,B+,,,1,10,2015,,,,,,,,,
319957.0,2015-12-02,572129,Guotai Haitong Securities Co. Ltd.,Financial Institutions,Brokerage Company,CHN,FCLONG,BBB,,,1,15,2015,13.706666666666667,1417.4578548158504,,,8.483219537097295,0.06653118054761445,,0.5348352920135865,
,2016-01-20,572423,NN Bank N.V.,Financial Institutions,Bank,NLD,STDLONG,A,,,1,18,2016,21.806451612903224,,,,,,,,
,2019-11-24,572477,Minsheng Financial Leasing Co. Ltd.,Financial Institutions,Finance Company,CHN,FCLONG,BBB-,,,1,14,2019,13.142857142857142,,,,,,,,
,2015-12-22,572650,Mercury BondCo PLC,Financial Institutions,Holding Company,GBR,STDLONG,B,,,1,9,2015,18.604255319148937,,,,,,,,
,2015-11-16,572719,REGION Broker Co. LLC,Financial Institutions,Brokerage Company,RUS,STDLONG,B-,,,1,8,2015,11.945908460471568,,,,,,,,
,2015-11-03,572909,MKB Mittelstandskreditbank AG,Financial Institutions,Bank,DEU,STDLONG,AA-,,,1,20,2015,16.614285714285714,,,,,,,,
,2015-12-01,572951,Edelman Financial Engines Center LLC (The),Financial Institutions,Asset Manager,USA,FCLONG,B+,,,1,10,2015,13.899082568807339,,,,,,,,
,2015-11-06,572955,"GE Capital EFS Financing, Inc.",Financial Institutions,Finance Company,USA,STDLONG,AA+,,,1,22,2015,13.899082568807339,,,,,,,,
,2015-11-06,572958,RBC USA Holdco Corp.,Financial Institutions,Holding Company,USA,STDLONG,AA-,,,1,20,2015,13.899082568807339,,,,,,,,
5048.0,2015-11-23,573014,GE Capital Global Holdings LLC,Financial Institutions,Holding Company,USA,FCLONG,AA+,,,1,22,2015,13.899082568807339,6048.011051669224,,,,0.4425705845642456,,,
16305.0,2015-11-30,573063,Absa Group Ltd.,Financial Institutions,Holding Company,ZAF,SALONG,zaAA,,,1,21,2015,13.333333333333334,6048.011051669224,,,,0.13217058933342682,,,
,2015-11-23,573145,"TaxACT, Inc.",Financial Institutions,Finance Company,USA,STDLONG,BB-,,,1,11,2015,13.899082568807339,,,,,,,,
,2016-03-29,573844,Russell Investment Group,Financial Institutions,Asset Manager,USA,STDLONG,BB,,,1,12,2016,13.899082568807339,,,,,,,,
,2016-05-16,574162,Metrics Credit Partners Diversified Australian Senior Loan Fund,Financial Institutions,Hedge Fund,AUS,FCLONG,BBB+,,,1,16,2016,18.597345132743364,,,,,,,,
20693.0,2016-01-12,574190,NorthStar Asset Management Group Inc.,Financial Institutions,Asset Manager,USA,FCLONG,BBB-,,,1,14,2016,13.899082568807339,67.14766666666667,,0.07183617068065058,8.483219537097295,0.0,,0.17716839684678085,
278278.0,2016-03-16,574240,Shriram Finance Ltd.,Financial Institutions,Finance Company,IND,FCLONG,BB+,,,1,13,2016,12.842857142857143,790.1425378062057,,0.019967598697685707,1.4096277172848517,0.4772105259971687,,0.6732047720802639,
,2016-08-31,574337,MKB-Leasing,Financial Institutions,Finance Company,RUS,STDLONG,B+,,,1,10,2016,12.017925736235595,,,,,,,,
,2018-09-02,574392,Hana Securities Co. Ltd.,Financial Institutions,Brokerage Company,KOR,STDLONG,A-,,EE|UKE,0,17,2018,13.742857142857142,,,,,,,,
,2016-01-27,574449,CIT Bank N.A.,Financial Institutions,Bank,USA,FCLONG,BBB-,,,1,14,2016,13.899082568807339,,,,,,,,
,2016-02-03,574457,Lincoln Financing Holdings PTE Ltd.,Financial Institutions,Holding Company,SGP,STDLONG,BB+,,,1,13,2016,12.5,,,,,,,,
,2016-04-05,574514,African Bank Ltd.,Financial Institutions,Bank,ZAF,STDLONG,B+,,,1,10,2016,13.333333333333334,,,,,,,,
321217.0,2016-02-08,574655,Virgin Money UK PLC,Financial Institutions,Holding Company,GBR,FCLONG,BBB-,,,1,14,2016,18.600790513833992,6048.011051669224,,,0.4399509421521601,0.1084436098971235,,0.17529926406737997,
285310.0,2016-03-09,574914,Dewan Housing Finance Corp. Ltd.,Financial Institutions,Finance Company,IND,STDLONG,BB,,,1,12,2016,12.842857142857143,274.9854544868643,,0.011417809375858963,1.209655837834064,0.687695869466714,,0.8675327827001497,
,2016-11-17,574928,Euroclear Investments S.A.,Financial Institutions,Exchanges & Clearing Corporations,LUX,FCLONG,AA-,,,1,20,2016,,,,,,,,,
,2016-04-18,575055,Bank GPB International S.A.,Financial Institutions,Bank,LUX,FCLONG,BB+,,,1,13,2016,,,,,,,,,
,2016-06-10,575250,Morgan Stanley Finance LLC,Financial Institutions,Finance Company,USA,FCLONG,BBB+,,,1,16,2016,13.899082568807339,,,,,,,,
,2016-04-11,575489,PerMicro S.p.A,Financial Institutions,Finance Company,ITA,STDLONG,B-,,,1,8,2016,16.348148148148148,,,,,,,,
,2016-05-29,575534,Bank Yahav for Government Employees Ltd.,Financial Institutions,Bank,ISR,ISRLONG,ilAA,,,1,21,2016,19.232558139534884,,,,,,,,
,2024-12-03,575548,Planet Home Lending LLC,Financial Institutions,Asset Manager,USA,FCLONG,B-,,EE|UKE,0,8,2024,13.899082568807339,,,,,,,,
,2022-06-30,575631,Caja de Compensacion de Asignacion Familiar de los Andes,Financial Institutions,Finance Company,CHL,FCLONG,BBB,,,1,15,2022,16.954545454545453,,,,,,,,
,2016-05-04,575633,CMB International Leasing Management Ltd.,Financial Institutions,Finance Company,HKG,FCLONG,BBB+,,,1,16,2016,19.1,,,,,,,,
,2016-05-04,575634,CMB Financial Leasing Co. Ltd.,Financial Institutions,Finance Company,CHN,STDLONG,BBB+,,,1,16,2016,13.706666666666667,,,,,,,,
163680.0,2016-03-30,575707,CIFC LLC,Financial Institutions,Asset Manager,USA,STDLONG,BB-,,,1,11,2016,13.899082568807339,105.34333333333332,,,,0.48309615980824455,,,
,2016-03-30,575720,China International Capital Corporation (International) Ltd.,Financial Institutions,Brokerage Company,CHN,FCLONG,BBB+,,,1,16,2016,13.706666666666667,,,,,,,,
,2016-05-23,576160,Bonum Bank PLC,Financial Institutions,Bank,FIN,STDLONG,BBB,,,1,15,2016,21.137931034482758,,,,,,,,
,2016-04-29,576211,"Banco Sabadell, S.A. Institucion de Banca Multiple",Financial Institutions,Bank,MEX,CAVALLONG,mxBBB-,,,1,14,2016,17.02846975088968,,,,,,,,
,2016-04-12,576251,Emerald Acquisition Limited,Financial Institutions,Asset Manager,USA,STDLONG,BB,,,1,12,2016,13.899082568807339,,,,,,,,
,2016-04-27,576349,Banque Heritage (Uruguay) S.A.,Financial Institutions,Bank,URY,FCLONG,B+,,,1,10,2016,8.355555555555556,,,,,,,,
,2016-08-10,576428,Credit Suisse Securities (Moscow) Ltd.,Financial Institutions,Brokerage Company,RUS,FCLONG,BB+,,,1,13,2016,12.017925736235595,,,,,,,,
,2016-07-04,577100,"SabCapital, S. A. de C. V., SOFOM, E. R.",Financial Institutions,Finance Company,MEX,CAVALLONG,mxBBB-,,,1,14,2016,17.02846975088968,,,,,,,,
,2020-07-29,577290,KGI Asia Ltd.,Financial Institutions,Brokerage Company,HKG,STDLONG,BBB,,,1,15,2020,19.363636363636363,,,,,,,,
278825.0,2019-11-13,577328,Boubyan Bank K.S.C.P.,Financial Institutions,Bank,KWT,FCLONG,A,,,1,18,2019,17.166666666666668,422.235322053825,,0.01116535975561321,2.0908006908033308,,,0.5791545478050465,
,2016-10-26,577598,Bracken MidCo1 PLC,Financial Institutions,Finance Company,GBR,STDLONG,B,,,1,9,2016,18.600790513833992,,,,,,,,
295006.0,2016-08-04,577788,Guotai Junan International Holdings Ltd.,Financial Institutions,Brokerage Company,HKG,STDLONG,BBB,,,1,15,2016,19.1,162.63449516378373,,0.031691593114516456,8.483219537097295,0.06390625169914235,,0.6000316597311037,
,2018-10-26,578715,"397 CAP S.A. de C.V. SOFOM, E.N.R.",Financial Institutions,Holding Company,MEX,STDLONG,BB,,,1,12,2018,16.986666666666668,,,,,,,,
,2022-12-21,578772,Scotiabank (Ireland) DAC,Financial Institutions,Bank,IRL,STDLONG,A+,,EE|UKE,0,19,2022,13.042553191489361,,,,,,,,
,2016-09-19,578893,Promontoria MCS,Financial Institutions,Finance Company,FRA,FCLONG,BB-,,,1,11,2016,16.89873417721519,,,,,,,,
,2016-08-12,579339,"Bankaool S.A., Institucion de Banca Multiple",Financial Institutions,Bank,MEX,CAVALLONG,mxBBB-,,,1,14,2016,17.02846975088968,,,,,,,,
,2016-08-05,579616,RBC Dominion Securities Inc.,Financial Institutions,Brokerage Company,CAN,STDLONG,AA-,,,1,20,2016,18.850877192982455,,,,,,,,
,2016-07-20,579832,China Development Bank International Holdings Ltd.,Financial Institutions,Bank,HKG,STDLONG,AA-,,,1,20,2016,19.1,,,,,,,,
263277.0,2016-08-01,580652,Triton International Ltd.,Financial Institutions,Finance Company,BMU,STDLONG,BB+,,,1,13,2016,16.5,,,,,,,,
,2016-08-09,581273,FG BCS Ltd.,Financial Institutions,Brokerage Company,CYP,FCLONG,B-,,,1,8,2016,9.587301587301587,,,,,,,,
,2016-10-27,581444,Federation des caisses Desjardins du Quebec,Financial Institutions,Bank,CAN,STDLONG,A+,,EE|UKE,0,19,2016,18.850877192982455,,,,,,,,
,2016-10-18,582093,China Great Wall Asset Management Co. Ltd.,Financial Institutions,Finance Company,CHN,STDLONG,A-,,,1,17,2016,13.706666666666667,,,,,,,,
,2016-09-26,582493,Bank of New York Mellon (International) Ltd. (The),Financial Institutions,Bank,GBR,STDLONG,AA-,,EE|UKE,0,20,2016,18.600790513833992,,,,,,,,
271999.0,2023-03-21,582615,GF Securities Co. Ltd.,Financial Institutions,Brokerage Company,CHN,STDLONG,BBB,,EE|UKE,0,15,2023,13.142857142857142,3275.546632734085,,0.01824100148041311,2.4345506707600078,0.3918053384149858,,0.5537437636122807,
,2023-12-11,582617,GF Holdings (Hong Kong) Corp. Ltd.,Financial Institutions,Brokerage Company,HKG,STDLONG,BBB,,EE|UKE,0,15,2023,19.363636363636363,,,,,,,,
,2016-08-26,582655,MIPL Group Ltd.,Financial Institutions,Asset Manager,GBR,FCLONG,BBB-,,,1,14,2016,18.600790513833992,,,,,,,,
184500.0,2016-09-26,582753,Cboe Global Markets,Financial Institutions,Exchanges & Clearing Corporations,USA,STDLONG,BBB+,,,1,16,2016,13.899082568807339,157.17366666666666,,,8.483219537097295,0.0,0.6086174471495467,,
321620.0,2017-01-31,582857,"MONETA Money Bank, a.s.",Financial Institutions,Finance Company,CZE,STDLONG,BBB,,,1,15,2017,12.896103896103897,590.6652110553626,,0.027139022218651887,8.483219537097295,,,0.4726077235345179,
,2016-12-22,582898,BrokerCreditService Structured Products PLC,Financial Institutions,Brokerage Company,CYP,FCLONG,B,,,1,9,2016,9.587301587301587,,,,,,,,
,2016-10-18,583512,China Great Wall AMC (International) Holdings Co. Ltd.,Financial Institutions,Finance Company,CHN,FCLONG,BBB+,,,1,16,2016,13.706666666666667,,,,,,,,
,2017-01-11,583717,Amigo Loans Ltd.,Financial Institutions,Finance Company,GBR,FCLONG,B+,,,1,10,2017,19.002114164904864,,,,,,,,
,2016-10-14,584732,FEH Inc.,Financial Institutions,Asset Manager,USA,STDLONG,BB+,,,1,13,2016,13.899082568807339,,,,,,,,
348887.0,2017-03-03,585073,Bank Norwegian ASA,Financial Institutions,Bank,NOR,FCLONG,BBB,,,1,15,2017,15.0,85.67513404775049,,,3.601542306333292,0.09951741423971255,,0.5574546940043869,
,2017-07-19,585214,Banco Atlantida S.A.,Financial Institutions,Bank,HND,FCLONG,BB-,,,1,11,2017,9.5,,,,,,,,
,2017-01-02,585513,Export-Import Bank of Republic of China (The),Financial Institutions,Bank,TWN,TAIWALONG,twAAA,,,1,23,2017,20.166666666666668,,,,,,,,
33337.0,2018-04-11,585700,Blue Owl Capital Corp.,Financial Institutions,Finance Company,USA,FCLONG,BBB-,,EE|UKE,0,14,2018,13.899082568807339,,,0.04245467756503148,4.815703824247356,0.3762694149120111,,0.7403724066325159,
,2016-11-23,585818,Guangzhou Industrial Investment Fund Management Co. Ltd.,Financial Institutions,Asset Manager,CHN,FCLONG,BBB+,,,1,16,2016,13.706666666666667,,,,,,,,
,2017-03-15,585872,RCB Bank Ltd.,Financial Institutions,Bank,CYP,FCLONG,BB-,,,1,11,2017,9.661538461538461,,,,,,,,
317860.0,2017-03-09,585973,Glarner Kantonalbank,Financial Institutions,Bank,CHE,FCLONG,AA,,,1,21,2017,19.11320754716981,322.94178733340715,,0.0036118570582306143,1.697478122753868,0.20051650893066345,,0.5237942351853734,
,2016-12-09,586174,Inversiones Atlantida S.A.,Financial Institutions,Bank,HND,FCLONG,B,,,1,9,2016,9.5,,,,,,,,
,2016-12-14,586333,Hangzhou Finance And Investment Group Co. Ltd.,Financial Institutions,Asset Manager,CHN,STDLONG,BBB,,,1,15,2016,13.706666666666667,,,,,,,,
,2018-04-24,586821,Lloyds Bank Corporate Markets PLC,Financial Institutions,Bank,GBR,STDLONG,A-,,,1,17,2018,18.973469387755102,,,,,,,,
,2016-12-07,586893,Barclays Execution Services Ltd.,Financial Institutions,Finance Company,GBR,STDLONG,A-,,,1,17,2016,18.600790513833992,,,,,,,,
,2016-12-05,587236,Avison Young (Canada) Inc.,Financial Institutions,Finance Company,CAN,STDLONG,B+,,,1,10,2016,18.850877192982455,,,,,,,,
,2017-01-16,587458,NewDay Group (Jersey) Ltd.,Financial Institutions,Finance Company,JEY,STDLONG,B+,,,1,10,2017,17.5,,,,,,,,
359443.0,2024-08-29,587612,Indian Renewable Energy Development Agency Ltd.,Financial Institutions,Finance Company,IND,STDLONG,BBB-,,EE|UKE,0,14,2024,12.206521739130435,41.50649001879677,,0.020003524225606983,1.5572728866628933,0.728843930259761,,0.8962022758650342,
223500.0,2016-12-21,587998,Permanent TSB Group Holdings PLC,Financial Institutions,Holding Company,IRL,FCLONG,B,,,1,9,2016,12.902439024390244,883.7519050421934,,-0.008082164936272541,0.18827481167718338,0.06713324499079333,,0.10336527390805973,
17878.0,2020-09-09,588058,Rithm Capital Corp.,Financial Institutions,Finance Company,USA,FCLONG,B,,,1,9,2020,13.899082568807339,358.53099999999995,,0.02869308281832172,2.605094992774536,0.24003316260107055,,0.6883829685262036,
324989.0,2017-03-17,588314,GetBack S.A.,Financial Institutions,Finance Company,POL,STDLONG,B,,,1,9,2017,14.96551724137931,12.275083554993216,,,8.281663092422457,0.2841068024477242,,0.557290457394367,
325073.0,2017-07-27,589733,Oma Savings Bank PLC,Financial Institutions,Bank,FIN,FCLONG,BBB+,,,1,16,2017,21.137931034482758,102.74935775768671,,,3.606377186704299,0.10757484000885098,,0.42643065097695276,
,2019-01-18,589956,MUFG Securities (Canada) Ltd.,Financial Institutions,Brokerage Company,CAN,STDLONG,A,,,1,18,2019,18.76269315673289,,,,,,,,
