gvkey,ratingdate,entity_id,entname,sectordescription,industrydescription,countrycode,ratingtypecode,currentratingsymbol,priorratingsymbol,regulatoryindicator,unsol,date_column,year,numeric_rating,countryrating
12144.0,2001-12-12,115942,SunGard Data Systems Inc.,Corporates,Information Technology,USA,STDLONG,BBB+,,,N,2001-12-12,2001,16,21.285714285714285
,2012-06-04,116139,Teollisuuden Voima Oyj,Corporates,Electric,FIN,STDLONG,BBB,NR,,N,2012-06-04,2012,15,23.0
100718.0,2003-09-05,116155,Takeda Pharmaceutical Co. Ltd.,Corporates,Health Care,JPN,FCLONG,AA,,,N,2003-09-05,2003,21,20.608695652173914
,2001-03-12,116235,Land Securities PLC,Corporates,Property & Real Estate,GBR,STDLONG,A+,,,N,2001-03-12,2001,19,19.714285714285715
100699.0,2002-11-20,116726,Sharp Corp.,Corporates,Consumer Products,JPN,FCLONG,A,,,N,2002-11-20,2002,18,21.333333333333332
102915.0,2000-03-31,116888,SSAB AB,Corporates,Metals & Mining,SWE,FCLONG,BBB+,,,N,2000-03-31,2000,16,
,2002-02-15,116966,Eutelsat S.A.,Corporates,Telecom Services,FRA,STDLONG,BBB,,,N,2002-02-15,2002,15,19.058823529411764
8594.0,2001-10-01,116993,Pioneer Corp.,Corporates,Consumer Products,JPN,FCLONG,BBB+,,,N,2001-10-01,2001,16,
,2002-11-20,117276,Sharp International Finance (U.K.) PLC,Corporates,Consumer Products,GBR,FCLONG,A,,,N,2002-11-20,2002,18,20.22222222222222
3937.0,2005-05-19,117344,"Pyxus International, Inc.",Corporates,Consumer Products,USA,STDLONG,BB-,NR,,N,2005-05-19,2005,11,19.428571428571427
13646.0,2014-09-22,117389,Tiffany & Co.,Corporates,Retailing,USA,STDLONG,BBB+,,,N,2014-09-22,2014,16,16.573033707865168
19449.0,2000-06-05,117428,TI Group PLC,Corporates,Capital Goods,GBR,FCLONG,BBB+,,,N,2000-06-05,2000,16,
,2009-09-07,117469,Panasonic Finance (Europe) PLC,Corporates,Consumer Products,GBR,STDLONG,AA-,NR,,N,2009-09-07,2009,20,19.11111111111111
7652.0,2003-09-05,117531,NEC Corp.,Corporates,Information Technology,JPN,FCLONG,BBB-,,,N,2003-09-05,2003,14,20.608695652173914
291746.0,2007-06-04,117795,UK Power Networks Services (South East) Ltd,Corporates,Electric,GBR,STDLONG,A,NR,,N,2007-06-04,2007,18,19.14
100439.0,2021-04-27,117972,Chugoku Electric Power Co. Inc.,Corporates,Electric,JPN,FCLONG,BBB+,,EE|UKE|JR,Y,2021-04-27,2021,16,19.963963963963963
100103.0,2001-12-20,118152,Deutsche Lufthansa AG,Corporates,Transportation,DEU,STDLONG,BBB+,,,N,2001-12-20,2001,16,
163627.0,2014-01-29,118480,Diamond Foods Inc.,Corporates,Consumer Products,USA,FCLONG,B-,,,N,2014-01-29,2014,8,16.573033707865168
23714.0,2001-09-28,118572,Community Health Systems Inc.,Corporates,Health Care,USA,STDLONG,B+,,,N,2001-09-28,2001,10,21.285714285714285
12233.0,2001-05-25,118603,Genzyme Corp.,Corporates,Health Care,USA,STDLONG,BBB-,,,N,2001-05-25,2001,14,21.285714285714285
,2000-03-27,118716,ABB International Finance Ltd.,Corporates,Capital Goods,GGY,STDLONG,AA-,,,N,2000-03-27,2000,20,
,2024-12-17,118792,Thames Water Utilities Finance PLC,Corporates,Water,GBR,FCLONG,CC,,,N,2024-12-17,2024,4,18.75432098765432
,2024-12-17,118793,Thames Water Utilities Ltd.,Corporates,Water,GBR,FCLONG,CC,NR,,N,2024-12-17,2024,4,18.75432098765432
14535.0,2013-12-02,118908,E.W. Scripps Co. (The),Corporates,Media & Entertainment,USA,FCLONG,BB-,NR,,N,2013-12-02,2013,11,16.573033707865168
104598.0,2001-06-21,118979,Posco Holdings Inc.,Corporates,Metals & Mining,KOR,STDLONG,BBB+,,,N,2001-06-21,2001,16,16.8
133104.0,2003-02-17,119435,KT Corp.,Corporates,Telecom Services,KOR,STDLONG,A-,,,N,2003-02-17,2003,17,17.11111111111111
,2002-07-02,119451,GIE PSA Tresorerie,Corporates,Automobiles & Components,FRA,STDLONG,A-,,,N,2002-07-02,2002,17,19.058823529411764
61535.0,2007-03-08,119481,Petroleos de Venezuela S.A.,Corporates,Energy,VEN,STDLONG,BB-,,,N,2007-03-08,2007,11,9.380952380952381
,2003-11-12,119498,General Nutrition Centers Inc.,Corporates,Retailing,USA,STDLONG,B+,,,N,2003-11-12,2003,10,21.285714285714285
100022.0,2005-09-13,119541,BMW AG,Corporates,Automobiles & Components,DEU,STDLONG,A+,,,N,2005-09-13,2005,19,21.125
249298.0,2001-12-20,119574,Dentsu Inc.,Corporates,Media & Entertainment,JPN,STDLONG,AA-,,,N,2001-12-20,2001,20,
24840.0,2012-07-25,119580,Granite Broadcasting Corp.,Corporates,Media & Entertainment,USA,STDLONG,B,NR,,N,2012-07-25,2012,9,16.573033707865168
6557.0,2003-03-21,119778,Laidlaw International Inc.,Corporates,Transportation,USA,STDLONG,BB,NR,,N,2003-03-21,2003,12,21.285714285714285
60972.0,2011-05-31,119814,Cinemark USA Inc.,Corporates,Media & Entertainment,USA,FCLONG,BB-,NR,,N,2011-05-31,2011,11,15.727272727272727
11440.0,2011-03-02,119817,Westmoreland Coal Co.,Corporates,Metals & Mining,USA,STDLONG,CCC+,,,N,2011-03-02,2011,7,15.727272727272727
,2014-05-19,119836,Blue Bird Body Co.,Corporates,Capital Goods,USA,STDLONG,B,NR,,N,2014-05-19,2014,9,16.573033707865168
24293.0,2012-05-14,120028,Kaiser Aluminum Corp.,Corporates,Metals & Mining,USA,FCLONG,BB-,NR,,N,2012-05-14,2012,11,16.573033707865168
,2003-09-05,120035,Mitsui & Co. Financial Services (Europe) B.V.,Corporates,Capital Goods,NLD,STDLONG,BBB+,,,N,2003-09-05,2003,16,23.0
,2006-01-31,120040,Drummond Co. Inc.,Corporates,Metals & Mining,USA,STDLONG,BB-,,,N,2006-01-31,2006,11,19.466666666666665
101406.0,2004-12-03,120068,Bull (Groupe),Corporates,Information Technology,FRA,STDLONG,B-,,,N,2004-12-03,2004,8,18.620689655172413
,2003-09-05,120362,Sumitomo Corp. Capital Europe PLC,Corporates,Capital Goods,GBR,FCLONG,BBB+,,,N,2003-09-05,2003,16,19.366666666666667
17239.0,2011-06-15,120376,Kindred Healthcare Inc.,Corporates,Health Care,USA,STDLONG,B+,NR,,N,2011-06-15,2011,10,15.727272727272727
101222.0,2002-05-17,120397,Ciments Francais S.A.,Corporates,Building Materials,FRA,STDLONG,BBB,,,N,2002-05-17,2002,15,19.058823529411764
101143.0,2006-07-06,120447,Italcementi SpA,Corporates,Building Materials,ITA,STDLONG,BBB,,,N,2006-07-06,2006,15,19.041666666666668
29008.0,2006-12-06,120509,Foamex L.P.,Corporates,Chemicals,USA,STDLONG,D,NR,,N,2006-12-06,2006,1,19.466666666666665
,2003-09-05,120521,Mitsui Fudosan International Capital Inc.,Corporates,Property & Real Estate,USA,FCLONG,BBB-,,,N,2003-09-05,2003,14,21.285714285714285
105089.0,2000-05-26,120708,Cemex S.A.B. de C.V.,Corporates,Building Materials,MEX,CAVALLONG,mxAA,,,N,2000-05-26,2000,21,
14624.0,2017-10-18,120763,"Office Depot, Inc.",Corporates,Retailing,USA,STDLONG,B,NR,,N,2017-10-18,2017,9,16.573033707865168
26019.0,2003-05-01,120774,Hayes Lemmerz International Inc.,Corporates,Automobiles & Components,USA,STDLONG,BB-,NR,,N,2003-05-01,2003,11,21.285714285714285
101304.0,2001-07-11,121067,Holcim Ltd,Corporates,Building Materials,CHE,STDLONG,A-,,,N,2001-07-11,2001,17,19.6
,2012-03-15,121263,Roquette Freres,Corporates,Consumer Products,FRA,FCLONG,A-,,,N,2012-03-15,2012,17,19.137931034482758
,2006-10-02,121358,Comision Federal de Electricidad,Corporates,Electric,MEX,CAVALLONG,mxAAA,,,N,2006-10-02,2006,23,18.427966101694917
260465.0,2009-05-21,121380,Petroliam Nasional Bhd.,Corporates,Energy,MYS,ASNLONG,axAAA,,,N,2009-05-21,2009,23,16.736842105263158
8210.0,2014-08-15,121410,Overseas Shipholding Group Inc.,Corporates,Energy,USA,FCLONG,B,NR,,N,2014-08-15,2014,9,16.573033707865168
22821.0,2010-11-17,121515,Telefonica Chile S.A.,Corporates,Telecom Services,CHL,STDLONG,BBB+,,,N,2010-11-17,2010,16,18.5
28317.0,2011-08-08,123492,Station Casinos LLC,Corporates,Hotels & Gaming,USA,FCLONG,B,NR,,N,2011-08-08,2011,9,15.727272727272727
15252.0,2002-05-21,126353,TriMas Corp.,Corporates,Containers & Packaging,USA,STDLONG,BB-,NR,,N,2002-05-21,2002,11,21.285714285714285
117784.0,2008-12-04,126467,Finlay Fine Jewelry Corp.,Corporates,Retailing,USA,STDLONG,SD,NR,,N,2008-12-04,2008,2,19.058823529411764
31683.0,2008-12-04,126468,Finlay Enterprises Inc.,Corporates,Retailing,USA,STDLONG,SD,NR,,N,2008-12-04,2008,2,19.058823529411764
,2000-11-19,126524,BHP Operations Inc.,Corporates,Metals & Mining,USA,FCLONG,A-,,,N,2000-11-19,2000,17,
4599.0,2017-12-12,126707,Russel Metals Inc.,Corporates,Capital Goods,CAN,STDLONG,BB+,NR,,N,2017-12-12,2017,13,19.905778894472363
,2006-06-30,126710,Army & Air Force Exchange Service,Corporates,Retailing,USA,STDLONG,AA,,,N,2006-06-30,2006,21,19.466666666666665
25434.0,2007-03-28,126735,Starbucks Corp.,Corporates,Retailing,USA,STDLONG,BBB+,NR,,N,2007-03-28,2007,16,19.058823529411764
260594.0,2002-06-14,126790,Sprint Capital Corp.,Corporates,Telecom Services,USA,STDLONG,BBB+,,,N,2002-06-14,2002,16,21.285714285714285
31673.0,2000-12-04,126800,AmeriSource Health Corp.,Corporates,Health Care,USA,FCLONG,BB+,NR,,N,2000-12-04,2000,13,
100486.0,2003-10-21,126984,Nikon Corp.,Corporates,Consumer Products,JPN,FCLONG,BB+,,,N,2003-10-21,2003,13,20.608695652173914
111839.0,2003-11-13,127120,OMI Corp.,Corporates,Energy,USA,STDLONG,BB,,,N,2003-11-13,2003,12,21.285714285714285
,2008-06-19,127125,Booz Allen Hamilton Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,B+,,,N,2008-06-19,2008,10,19.058823529411764
,2010-12-20,127228,Good Sam Enterprises LLC,Corporates,Retailing,USA,FCLONG,B-,NR,,N,2010-12-20,2010,8,15.691176470588236
200445.0,2005-09-05,127314,Societe Nationale des Chemins de Fer Belges,Corporates,Transportation,BEL,STDLONG,AA+,NR,,N,2005-09-05,2005,22,21.22222222222222
,2005-11-01,127360,Controladora Mabe S.A. de C.V.,Corporates,Consumer Products,MEX,STDLONG,BBB-,,,N,2005-11-01,2005,14,18.58
260570.0,2004-07-28,127442,Sheffield Steel Corp.,Corporates,Metals & Mining,USA,STDLONG,B-,NR,,N,2004-07-28,2004,8,20.11111111111111
25587.0,2002-10-11,127460,CEMEX Mexico S.A. de C.V.,Corporates,Building Materials,MEX,CAVALLONG,mxAA,,,N,2002-10-11,2002,21,18.626666666666665
28295.0,2006-12-19,127512,Titan International Inc.,Corporates,Capital Goods,USA,STDLONG,B+,NR,,N,2006-12-19,2006,10,19.466666666666665
15173.0,2003-07-30,127521,Alderwoods Group Inc.,Corporates,Consumer Products,USA,STDLONG,B+,NR,,N,2003-07-30,2003,10,21.285714285714285
9043.0,2003-01-09,127565,Remington Arms Co. Inc.,Corporates,Media & Entertainment,USA,STDLONG,B+,,,N,2003-01-09,2003,10,21.285714285714285
8633.0,2015-05-18,127604,Plantronics Inc.,Corporates,Information Technology,USA,FCLONG,BB,NR,,N,2015-05-18,2015,12,16.573033707865168
29846.0,2002-01-23,127622,Pathmark Stores Inc.,Corporates,Retailing,USA,STDLONG,BB-,NR,,N,2002-01-23,2002,11,21.285714285714285
,2013-12-11,127631,Eletson Holdings Inc.,Corporates,Transportation,LBR,FCLONG,B,,,N,2013-12-11,2013,9,
28214.0,2012-07-27,127681,Interpool Inc.,Corporates,Transportation,USA,STDLONG,B+,,,N,2012-07-27,2012,10,16.573033707865168
2338.0,2001-09-28,127707,Rexam PLC,Corporates,Containers & Packaging,GBR,STDLONG,BBB,,,N,2001-09-28,2001,15,19.714285714285715
261718.0,2002-10-09,127782,Huntsman LLC,Corporates,Chemicals,USA,STDLONG,B+,,,N,2002-10-09,2002,10,21.285714285714285
,2011-01-28,127831,Transtar Holding Co.,Corporates,Transportation,USA,FCLONG,B+,,,N,2011-01-28,2011,10,15.727272727272727
,2003-09-05,127832,Mitsui & Co. U.K. PLC,Corporates,Capital Goods,GBR,STDLONG,BBB+,,,N,2003-09-05,2003,16,19.366666666666667
,2003-09-05,127833,Mitsui & Co. (Hong Kong) Ltd.,Corporates,Capital Goods,HKG,STDLONG,BBB+,,,N,2003-09-05,2003,16,19.666666666666668
,2005-11-03,127888,Orchard Supply Hardware Corp.,Corporates,Retailing,USA,STDLONG,B,NR,,N,2005-11-03,2005,9,19.428571428571427
287882.0,2003-12-03,127958,Ecopetrol S.A.,Corporates,Energy,COL,STDLONG,BBB,NR,,N,2003-12-03,2003,15,12.642857142857142
9841.0,2010-04-14,128086,SEMCO Energy Inc.,Corporates,Gas,USA,STDLONG,BBB-,NR,,N,2010-04-14,2010,14,15.691176470588236
,2009-10-23,128144,Deer Park Refining L.P.,Corporates,Energy,USA,STDLONG,A,,,N,2009-10-23,2009,18,17.927272727272726
28520.0,2017-05-04,128145,YPF S.A.,Corporates,Energy,ARG,STDLONG,B,,,N,2017-05-04,2017,9,10.940251572327044
14384.0,2002-06-27,128179,Oregon Steel Mills Inc.,Corporates,Metals & Mining,USA,STDLONG,BB-,NR,,N,2002-06-27,2002,11,21.285714285714285
30471.0,2017-09-20,128347,AES Andes S.A.,Corporates,Electric,CHL,CLLONG,clA,,,N,2017-09-20,2017,18,19.77777777777778
,2007-06-07,128387,Algoma Steel Inc.,Corporates,Metals & Mining,CAN,STDLONG,B,NR,,N,2007-06-07,2007,9,19.921610169491526
8544.0,2009-05-21,128501,PLDT Inc.,Corporates,Telecom Services,PHL,ASNLONG,axBBB+,,,N,2009-05-21,2009,16,12.555555555555555
29850.0,2007-05-02,128517,Grupo Televisa S.A.B.,Corporates,Media & Entertainment,MEX,CAVALLONG,mxAAA,,,N,2007-05-02,2007,23,18.34
60839.0,2004-02-27,128525,J.B. Poindexter & Co. Inc.,Corporates,Automobiles & Components,USA,STDLONG,B,NR,,N,2004-02-27,2004,9,20.11111111111111
104129.0,2003-10-08,128610,Telekom Malaysia Bhd.,Corporates,Telecom Services,MYS,STDLONG,A-,,,N,2003-10-08,2003,17,17.5
29942.0,2009-08-11,128653,Ralcorp Holdings Inc.,Corporates,Consumer Products,USA,STDLONG,BBB-,,,N,2009-08-11,2009,14,17.927272727272726
104814.0,2009-07-14,128844,Tenaga Nasional Bhd.,Corporates,Electric,MYS,ASNLONG,axA,,,N,2009-07-14,2009,18,16.736842105263158
62836.0,2004-04-06,128922,AVINTIV,Corporates,Consumer Products,USA,STDLONG,B+,,,N,2004-04-06,2004,10,20.11111111111111
163443.0,2004-04-07,129069,Ferrellgas L.P.,Corporates,Gas,USA,STDLONG,BB-,NR,,N,2004-04-07,2004,11,20.11111111111111
117145.0,2021-02-08,129172,Spanish Broadcasting System Inc.,Corporates,Media & Entertainment,USA,STDLONG,B-,NR,,N,2021-02-08,2021,8,16.573033707865168
120493.0,2003-10-24,129178,Telex Communications Inc.,Corporates,Consumer Products,USA,STDLONG,B,NR,,N,2003-10-24,2003,9,21.285714285714285
65819.0,2002-03-22,129528,ICON Health & Fitness Inc.,Corporates,Media & Entertainment,USA,STDLONG,B+,NR,,N,2002-03-22,2002,10,21.285714285714285
28543.0,2007-03-12,129789,Sun Healthcare Group Inc.,Corporates,Health Care,USA,STDLONG,B,NR,,N,2007-03-12,2007,9,19.058823529411764
220454.0,2006-12-18,129955,ESKOM Holdings SOC Ltd.,Corporates,Electric,ZAF,SALONG,zaAA+,,,N,2006-12-18,2006,22,16.416666666666668
3007.0,2002-04-09,129974,Brinker International Inc.,Corporates,Retailing,USA,STDLONG,BBB,,,N,2002-04-09,2002,15,21.285714285714285
124556.0,2002-08-16,130187,Dade Behring Inc.,Corporates,Health Care,USA,STDLONG,B+,NR,,N,2002-08-16,2002,10,21.285714285714285
260022.0,2011-09-19,130255,Colonial Realty L.P.,Corporates,Property & Real Estate,USA,FCLONG,BB+,,,N,2011-09-19,2011,13,15.727272727272727
205041.0,2009-05-21,130268,PT Matahari Putra Prima Tbk.,Corporates,Retailing,IDN,ASNLONG,axBB,,,N,2009-05-21,2009,12,9.063492063492063
20779.0,2006-02-10,130285,Cisco Systems Inc.,Corporates,Information Technology,USA,STDLONG,A+,,,N,2006-02-10,2006,19,19.466666666666665
,2004-06-15,130335,Australian Prime Property Fund Retail,Corporates,Property & Real Estate,AUS,FCLONG,A-,,,N,2004-06-15,2004,17,22.423076923076923
263730.0,2011-12-21,130465,ERP Operating L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB+,,,N,2011-12-21,2011,16,15.727272727272727
,2011-06-24,130514,Triton Container Investments LLC,Corporates,Transportation,USA,FCLONG,BB+,,,N,2011-06-24,2011,13,15.727272727272727
104652.0,2000-06-13,130530,Edison SpA,Corporates,Electric,ITA,FCLONG,A-,,,N,2000-06-13,2000,17,
,2004-10-22,201498,Contech Engineered Solutions LLC,Corporates,Building Materials,USA,STDLONG,BB-,,,N,2004-10-22,2004,11,20.11111111111111
24187.0,2001-08-23,201517,NeighborCare Inc.,Corporates,Health Care,USA,STDLONG,B+,NR,,N,2001-08-23,2001,10,21.285714285714285
24405.0,2014-09-16,201526,Zebra Technologies Corp.,Corporates,Information Technology,USA,FCLONG,BB-,,,N,2014-09-16,2014,11,16.573033707865168
26069.0,2012-10-11,300138,Gulfport Energy Corp.,Corporates,Energy,USA,FCLONG,B-,NR,,N,2012-10-11,2012,8,16.573033707865168
204222.0,2004-02-23,300145,SoftBank Group Corp.,Corporates,Telecom Services,JPN,STDLONG,BB-,,,N,2004-02-23,2004,11,20.608695652173914
102617.0,2000-02-18,300200,Danka Business Systems PLC,Corporates,Information Technology,USA,FCLONG,BB,,,N,2000-02-18,2000,12,
105036.0,2005-05-12,300230,China Overseas Land & Investment Ltd.,Corporates,Property & Real Estate,HKG,STDLONG,BBB-,NR,,N,2005-05-12,2005,14,19.666666666666668
202021.0,2018-06-18,300280,Empresas CMPC S.A.,Corporates,Paper & Forest Products,CHL,CLLONG,clA+,,,N,2018-06-18,2018,19,19.692307692307693
,2006-12-06,300283,Transnet SOC Ltd.,Corporates,Transportation,ZAF,SALONG,zaAA+,,,N,2006-12-06,2006,22,16.416666666666668
,2001-08-17,300366,Frontier Telephone of Rochester Inc.,Corporates,Telecom Services,USA,STDLONG,BBB,NR,,N,2001-08-17,2001,15,21.285714285714285
1164.0,2004-12-08,300375,MCI Inc.,Corporates,Telecom Services,USA,STDLONG,B+,NR,,N,2004-12-08,2004,10,20.11111111111111
200380.0,2005-07-19,300526,Empresas Iansa S.A.,Corporates,Consumer Products,CHL,STDLONG,BB,NR,,N,2005-07-19,2005,12,18.0
12151.0,2016-10-06,300566,Coty Inc.,Corporates,Consumer Products,USA,FCLONG,BB+,,,N,2016-10-06,2016,13,16.573033707865168
,2014-03-28,300774,Mashantucket (Western) Pequot Tribe,Corporates,Hotels & Gaming,USA,STDLONG,CCC+,NR,,N,2014-03-28,2014,7,16.573033707865168
,2013-12-17,300880,Oleoducto Central S.A. (OCENSA),Corporates,Energy,COL,FCLONG,BBB,,,N,2013-12-17,2013,15,13.46875
110382.0,2003-02-14,300882,Equity One Inc.,Corporates,Property & Real Estate,USA,STDLONG,BBB-,,,N,2003-02-14,2003,14,21.285714285714285
,2006-01-11,301016,Pitney Bowes International Holdings Inc.,Corporates,Commercial & Professional Services,USA,STDLONG,A+,,,N,2006-01-11,2006,19,19.466666666666665
,2024-05-27,301049,Empresa Nacional del Petroleo,Corporates,Energy,CHL,STDLONG,BBB-,,EE|UKE,Y,2024-05-27,2024,14,19.31578947368421
27786.0,2021-02-11,301238,Expand Energy Corp,Corporates,Energy,USA,STDLONG,B+,NR,,N,2021-02-11,2021,10,16.573033707865168
,2005-04-18,301374,Trump Entertainment Resorts Holdings L.P.,Corporates,Hotels & Gaming,USA,FCLONG,B,,,N,2005-04-18,2005,9,19.428571428571427
6003.0,2017-03-06,301412,"Integrated Device Technology, Inc.",Corporates,Information Technology,USA,FCLONG,BB-,NR,,N,2017-03-06,2017,11,16.573033707865168
,2010-04-14,301494,International Wire Group Inc.,Corporates,Metals & Mining,USA,STDLONG,B,NR,,N,2010-04-14,2010,9,15.691176470588236
60848.0,2003-11-13,301513,McDermott (J. Ray) S.A.,Corporates,Energy,USA,STDLONG,B-,NR,,N,2003-11-13,2003,8,21.285714285714285
,2015-05-06,301639,Infiltrator Water Technologies LLC,Corporates,Building Materials,USA,FCLONG,B,,,N,2015-05-06,2015,9,16.573033707865168
152649.0,2008-06-18,301641,Telkom SA SOC Ltd.,Corporates,Telecom Services,ZAF,STDLONG,BBB,,,N,2008-06-18,2008,15,16.923076923076923
111939.0,2004-01-07,302040,Communications & Power Industries Inc.,Corporates,Information Technology,USA,STDLONG,B+,NR,,N,2004-01-07,2004,10,20.11111111111111
30436.0,2013-09-20,302045,Embotelladora Andina S.A.,Corporates,Consumer Products,CHL,STDLONG,BBB,NR,,N,2013-09-20,2013,15,19.428571428571427
63292.0,2008-09-10,302131,Herff Jones Inc.,Corporates,Consumer Products,USA,STDLONG,BB+,,,N,2008-09-10,2008,13,19.058823529411764
14372.0,2010-08-02,302179,Tembec Inc.,Corporates,Paper & Forest Products,CAN,STDLONG,B-,,,N,2010-08-02,2010,8,19.961471103327497
,2016-04-21,302207,Holcim Finance (Belgium) S.A.,Corporates,Building Materials,BEL,STDLONG,BBB,,,N,2016-04-21,2016,15,21.08695652173913
163537.0,2000-07-17,302239,Petroleos Mexicanos,Corporates,Energy,MEX,STDLONG,BBB+,,,N,2000-07-17,2000,16,
261956.0,2011-12-21,302515,Post Apartment Homes L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB-,,,N,2011-12-21,2011,14,15.727272727272727
30945.0,2013-12-03,302573,ION Media Networks Inc.,Corporates,Media & Entertainment,USA,FCLONG,B+,NR,,N,2013-12-03,2013,10,16.573033707865168
117015.0,2011-12-20,302589,Duke Realty L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB-,,,N,2011-12-20,2011,14,15.727272727272727
207074.0,2004-12-15,302623,Reliance Industries Ltd.,Corporates,Energy,IND,STDLONG,BB+,,,N,2004-12-15,2004,13,13.25
160684.0,2003-07-08,302799,Westlake Corp.,Corporates,Chemicals,USA,FCLONG,BB-,,,N,2003-07-08,2003,11,21.285714285714285
30651.0,2010-11-15,302834,Darling Ingredients Inc.,Corporates,Consumer Products,USA,STDLONG,BB-,,,N,2010-11-15,2010,11,15.691176470588236
29194.0,2018-04-27,303148,Telecom Argentina S.A.,Corporates,Telecom Services,ARG,FCLONG,BB-,,,N,2018-04-27,2018,11,11.097883597883598
,2000-11-28,303226,Courtyard by Marriott II L.P.,Corporates,Hotels & Gaming,USA,FCLONG,BB-,NR,,N,2000-11-28,2000,11,
154257.0,2008-07-31,303462,Coinmach Corp.,Corporates,Consumer Products,USA,STDLONG,B,,,N,2008-07-31,2008,9,19.058823529411764
14633.0,2004-03-18,303779,KCS Energy Inc.,Corporates,Energy,USA,STDLONG,B,NR,,N,2004-03-18,2004,9,20.11111111111111
200623.0,2003-10-02,303954,"Bavaria, S.A.",Corporates,Consumer Products,COL,FCLONG,BB,,,N,2003-10-02,2003,12,12.642857142857142
2526.0,2023-06-05,304155,CAE Inc.,Corporates,Aerospace & Defense,CAN,FCLONG,BBB-,,,N,2023-06-05,2023,14,19.9989604989605
,2010-02-17,304223,CPG Partners L.P.,Corporates,Property & Real Estate,USA,FCLONG,A-,,,N,2010-02-17,2010,17,15.691176470588236
,2001-04-27,304239,Hollinger International Publishing Inc.,Corporates,Media & Entertainment,USA,STDLONG,BB,,,N,2001-04-27,2001,12,21.285714285714285
135990.0,2000-02-16,304263,NRG Energy Inc.,Corporates,Electric,USA,FCLONG,BBB-,,,N,2000-02-16,2000,14,
3562.0,2024-04-25,304461,Cousins Properties Inc.,Corporates,Property & Real Estate,USA,STDLONG,BBB,,,N,2024-04-25,2024,15,16.573033707865168
,2014-10-27,304752,Kern River Funding Corp.,Corporates,Gas,USA,FCLONG,A-,,,N,2014-10-27,2014,17,16.573033707865168
260625.0,2011-12-19,304767,Tanger Properties L.P.,Corporates,Property & Real Estate,USA,FCLONG,BBB,,,N,2011-12-19,2011,15,15.727272727272727
29359.0,2021-06-14,304953,Sun Communities Inc.,Corporates,Property & Real Estate,USA,STDLONG,BBB,,,N,2021-06-14,2021,15,16.573033707865168
,2009-09-28,305064,Navy Exchange Service Command,Corporates,Retailing,USA,STDLONG,AA,,,N,2009-09-28,2009,21,17.927272727272726
,2001-01-26,305223,Grupo Petrotemex S.A. de C.V.,Corporates,Chemicals,MEX,STDLONG,BBB-,,,N,2001-01-26,2001,14,18.34285714285714
